	id	abstract
25	35311819	RNA interference has been a heavily utilized tool for reverse genetic analysis for two decades. In adult mosquitoes, double-stranded RNA (dsRNA) administration has been accomplished primarily via injection, which requires significant time and is not suitable for field applications. To overcome these limitations, here we present a more efficient method for robust activation of RNAi by oral delivery of dsRNA to adult Anopheles gambiae. Long dsRNAs were produced in Escherichia coli strain HT115 (DE3), and a concentrated suspension of heat-killed dsRNA-containing bacteria in 10% sucrose was offered on cotton balls ad-libitum to adult mosquitoes. Cotton balls were replaced every 2 days for the duration of the treatment. Use of this method to target doublesex (a gene involved in sex differentiation) or fork head (which encodes a salivary gland transcription factor) resulted in reduced target gene expression and/or protein immunofluorescence signal, as measured by quantitative Real-Time PCR (qRT-PCR) or fluorescence confocal microscopy, respectively. Defects in salivary gland morphology were also observed. This highly flexible, user-friendly, low-cost, time-efficient method of dsRNA delivery could be broadly applicable to target genes important for insect vector physiology and beyond. 
26	35311752	Recessive dystrophic epidermolysis bullosa (RDEB) is a rare genetic condition in which mutations in the type VII collagen gene (COL7A1) lead to decreased expression of this anchoring protein of the skin, causing the loss of stability at the dermo-epidermal junction. Most patients with RDEB experience neuropathic pain and itch due to the development of a small fibre neuropathy, characterised by decreased intraepidermal innervation and thermal hypoaesthesia. To understand the physiopathology of this neuropathy, we used a mouse model of RDEB (Col7a1flNeo/flNeo) and performed a detailed characterisation of the somatosensory system. Col7a1flNeo/flNeo mice showed a decrease in heat sensitivity, an increase in spontaneous scratching, and a significant decrease in intraepidermal nerve fibre density in the hindpaw; these changes were distal because there was no significant loss of unmyelinated or myelinated fibres in the nerve trunk. Of interest, we observed a decrease in axon diameter in both myelinated and unmyelinated fibres. This axonal damage was not associated with inflammation of the dorsal root ganglion or central projection targets at the time of assessment. These results suggest that in RDEB, there is a distal degeneration of axons produced by exclusive damage of small fibres in the epidermis, and in contrast with traumatic and acute neuropathies, it does not induce sustained neuroinflammation. Thus, this animal model emphasizes the importance of a healthy cutaneous environment for maintenance of epidermal innervation and faithfully replicates the pathology in humans, offering the opportunity to use this model in the development of treatments for pain for patients with RDEB. 
27	35311649	Intracellular protein gradients serve a variety of functions, such as the establishment of cell polarity or to provide positional information for gene expression in developing embryos. Given that cell size in a population can vary considerably, for the protein gradients to work properly they often have to be scaled to the size of the cell. Here we examine a model of protein gradient formation within a cell that relies on cytoplasmic diffusion and cortical transport of proteins toward a cell pole. We show that the shape of the protein gradient is determined solely by the cell geometry. Furthermore, we show that the length scale over which the protein concentration in the gradient varies is determined by the linear dimensions of the cell, independent of the diffusion constant or the transport speed. This gradient provides scale-invariant positional information within a cell, which can be used for assembly of intracellular structures whose size is scaled to the linear dimensions of the cell, such as the cytokinetic ring and actin cables in budding yeast cells. 
28	35311644	Alzheimer's disease (AD) is a progressive neurodegenerative disease observed with aging that represents the most common form of dementia. To date, therapies targeting end-stage disease plaques, tangles, or inflammation have limited efficacy. Therefore, we set out to identify a potential earlier targetable phenotype. Utilizing a mouse model of AD and human fetal cells harboring mutant amyloid precursor protein, we show cell intrinsic neural precursor cell (NPC) dysfunction precedes widespread inflammation and amyloid plaque pathology, making it the earliest defect in the evolution of the disease. We demonstrate that reversing impaired NPC self-renewal via genetic reduction of USP16, a histone modifier and critical physiological antagonist of the Polycomb Repressor Complex 1, can prevent downstream cognitive defects and decrease astrogliosis in vivo. Reduction of USP16 led to decreased expression of senescence gene Cdkn2a and mitigated aberrant regulation of the BMP pathway, a previously unknown function of USP16. Thus, we reveal USP16 as a novel target in an AD model that can both ameliorate the NPC defect and rescue memory and learning through its regulation of both Cdkn2a and BMP signaling.' 
29	35311629	The purpose of this research was to explore the diagnostic/prognostic significance and prospective molecular mechanisms of mitogen-activated protein kinase kinase kinases (MAP3Ks) in hepatitis B virus (HBV)-related hepatocellular carcinoma (HCC). Diagnostic/prognostic significance of MAP3Ks was screened in the GSE1450 data set and validated in the Guangxi cohort. Various bioinformatics tools were used to explore the biological functions of prognosis-related genes. Subsequently, molecular biology assays were used to verify the biological functions and molecular mechanisms of specific gene. MAP3K9 was observed to be differentially expressed in HCC and adjacent tissues with satisfactory diagnostic value. It was discovered in survival analysis that MAP3K13 and MAP3K15 were associated with overall survival (OS) of patients with HBV-related HCC in the GSE1450 data set and the Guangxi cohort. Nomograms were established based on prognosis-related genes and clinical factors for individualized risk assessment. The assays on HCC cells demonstrated that MAP3K13 regulated the death and proliferation of HCC cells by activating the JNK pathway and inducing the expression of apoptosis-related factors. In conclusion, our results suggested that MAP3K9 might serve as a diagnostic biomarker in HBV-related HCC and MAP3K13 and MAP3K15 might serve as useful prognostic biomarkers. Besides, cytological assays prompted that MAP3K13 might impact the prognosis of HCC by regulating the JNK pathway and inducing apoptosis. 
30	35311603	Immune checkpoint blocking based on the PD-1/PD-L1 pathway has shown exciting results in various types of cancer. However, due to the off-target effect of PD-1/PD-L1 blocker, low tumor immunogenicity and tumor immunosuppressive microenvironment, a significant proportion of patients do not benefit from this treatment. Here, we constructed a novel multifunctional metal complex Fe/PEI-Tn by the coordination of polyethyleneimine (PEI) with Fe3+ and the modification of bifunctional peptides Tn containing the cell penetrating peptide (TAT) and nuclear localization signal peptide (NLS), which was coated with hyaluronic acid (HA) to prolong the circulation time in vivo. Fe/PEI-Tn can condensate PD-L1 trap plasmid (pPD-L1 trap) and mediate PD-L1 trap protein expression in tumor tissues in situ, thus blocking the PD-1/PD-L1 pathway. Besides, Fe/PEI-Tn metal complex itself can act as an immune adjuvant to activate macrophages, reverse the phenotype of pro-tumor M2-type macrophages, and promote anti-tumor immunity. Meanwhile, Fe/PEI-Tn treatment can induce damage in tumor cells and release tumor-specific antigens into tumor microenvironment, thus stimulating anti-tumor immune response. Studies showed that HA/Fe/PEI-Tn/pPD-L1 trap complexes could promote the immune activation of tumor tissues and effectively delay tumor growth. This strategy provides a new direction for tumor combination therapy based on PD-1/PD-L1 blockade. 
31	35311583	Mutational changes in bacterial ribosomes often affect gene expression and consequently cellular fitness. Understanding how mutant ribosomes disrupt global gene expression is critical to determining key genetic factors that affect bacterial survival. Here, we describe gene expression and phenotypic changes presented in Escherichia coli cells carrying an uL22(K90D) mutant ribosomal protein, which displayed alterations during growth. Ribosome profiling analyses revealed reduced expression of operons involved in catabolism, indole production, and lysine-dependent acid resistance. In general, translation initiation of proximal genes in several of these affected operons was substantially reduced. These reductions in expression were accompanied by increases in the expression of acid-induced membrane proteins and chaperones, the glutamate-decarboxylase regulon, and the autoinducer-2 metabolic regulon. In agreement with these changes, uL22(K90D) mutant cells had higher glutamate decarboxylase activity, survived better in extremely acidic conditions, and generated more biofilm in static cultures compared to their parental strain. Our work demonstrates that a single mutation in a non-conserved residue of a ribosomal protein affects a substantial number of genes to alter pH resistance and the formation of biofilms. IMPORTANCE All newly synthesized proteins must pass through a channel in the ribosome named the exit tunnel before emerging into the cytoplasm, membrane, and other compartments. The structural characteristics of the tunnel could govern protein folding and gene expression in a species-specific manner but how the identity of tunnel elements influences gene expression is less well-understood. Our global transcriptomics and translatome profiling demonstrate that a single substitution in a non-conserved amino acid of the E. coli tunnel protein uL22 has a profound impact on catabolism, cellular signaling, and acid resistance systems. Consequently, cells bearing the uL22 mutant ribosomes had an increased ability to survive acidic conditions and form biofilms. This work reveals a previously unrecognized link between tunnel identity and bacterial stress adaptation involving pH response and biofilm formation. 
32	35311535	Unique DNA repair enzymes that provide self-resistance against therapeutically important, genotoxic natural products have been discovered in bacterial biosynthetic gene clusters (BGCs). Among these, the DNA glycosylase AlkZ is essential for azinomycin B production and belongs to the HTH_42 superfamily of uncharacterized proteins. Despite their widespread existence in antibiotic producers and pathogens, the roles of these proteins in production of other natural products are unknown. Here, we determine the evolutionary relationship and genomic distribution of all HTH_42 proteins from Streptomyces and use a resistance-based genome mining approach to identify homologs associated with known and uncharacterized BGCs. We find that AlkZ-like (AZL) proteins constitute one distinct HTH_42 subfamily and are highly enriched in BGCs and variable in sequence, suggesting each has evolved to protect against a specific secondary metabolite. As a validation of the approach, we show that the AZL protein, HedH4, associated with biosynthesis of the alkylating agent hedamycin, excises hedamycin-DNA adducts with exquisite specificity and provides resistance to the natural product in cells. We also identify a second, phylogenetically and functionally distinct subfamily whose proteins are never associated with BGCs, are highly conserved with respect to sequence and genomic neighborhood, and repair DNA lesions not associated with a particular natural product. This work delineates two related families of DNA repair enzymes-one specific for complex alkyl-DNA lesions and involved in self-resistance to antimicrobials and the other likely involved in protection against an array of genotoxins-and provides a framework for targeted discovery of new genotoxic compounds with therapeutic potential. IMPORTANCE Bacteria are rich sources of secondary metabolites that include DNA-damaging genotoxins with antitumor/antibiotic properties. Although Streptomyces produce a diverse number of therapeutic genotoxins, efforts toward targeted discovery of biosynthetic gene clusters (BGCs) producing DNA-damaging agents is lacking. Moreover, work on toxin-resistance genes has lagged behind our understanding of those involved in natural product synthesis. Here, we identified over 70 uncharacterized BGCs producing potentially novel genotoxins through resistance-based genome mining using the azinomycin B-resistance DNA glycosylase AlkZ. We validate our analysis by characterizing the enzymatic activity and cellular resistance of one AlkZ ortholog in the BGC of hedamycin, a potent DNA alkylating agent. Moreover, we uncover a second, phylogenetically distinct family of proteins related to Escherichia coli YcaQ, a DNA glycosylase capable of unhooking interstrand DNA cross-links, which differs from the AlkZ-like family in sequence, genomic location, proximity to BGCs, and substrate specificity. This work defines two families of DNA glycosylase for specialized repair of complex genotoxic natural products and generalized repair of a broad range of alkyl-DNA adducts and provides a framework for targeted discovery of new compounds with therapeutic potential. 
33	35311527	Pine wilt disease is a major forest disease worldwide, including in China, where it has severely damaged pine forest ecosystems, and the pathogen is pine wood nematode (Bursaphelenchus xylophilus). The thaumatin-like protein-1 gene (Bx-tlp-1) is a key gene associated with B. xylophilus pathogenicity, which is also responsive to α-pinene. In this study, an examination of Pinus massoniana seedlings infected by B. xylophilus revealed that monoterpene (sesquiterpene) levels peaked on days 15 and 27 (days 18 and 27). Meanwhile, P. massoniana Pm-tlp expression levels were high on days 3, 12, and 27, which were consistent with the expression of key enzymes genes in the terpene biosynthesis pathway. The functional similarity of B. xylophilus Bx-TLP-1 and P. massoniana Pm-TLP suggests Bx-TLP-1 and Pm-TLP may have similar roles in P. massoniana. There was also no secondary accumulation of terpenes in P. massoniana seedlings during B. xylophilus treated with dsRNA targeting Bx-tlp-1 (dsTLP1) infections, reflecting the decreased pathogenicity of B. xylophilus and the delayed disease progression in pine trees. And the results of micro-CT showed that the degree of cavitation for the trees inoculated with Bx-TLP-1 (0.3811 mm3) was greater than that for the trees inoculated with dsTLP1 PWNs (0.1204 mm3) on day 15 after inoculation. Results from this study indicated that B. xylophilus Bx-tlp-1 gene may induce the upregulated expression of related genes encoding enzymes in the terpene synthesis pathway of P. massoniana, resulting in the accumulation of terpenes, which also provided an insight to investigate the B. xylophilus pathogenicity in the future. 
34	35311509	Butyrate is produced by chemical synthesis based on crude oil, produced by microbial fermentation, or extracted from animal fats (M. Dwidar, J.-Y. Park, R. J. Mitchell, and B.-I. Sang, The Scientific World Journal, 2012:471417, 2012, https://doi.org/10.1100/2012/471417). Butyrate production by anaerobic bacteria is highly favorable since waste or sustainable resources can be used as the substrates. For this purpose, the native hyper-butanol producer Clostridium saccharoperbutylacetonicum N1-4(HMT) was used as a chassis strain due to its broad substrate spectrum. BLASTp analysis of the predicted proteome of C. saccharoperbutylacetonicum N1-4(HMT) resulted in the identification of gene products potentially involved in acetone-butanol-ethanol (ABE) fermentation. Their participation in ABE fermentation was either confirmed or disproven by the parallel production of acids or solvents and the respective transcript levels obtained by transcriptome analysis of this strain. The genes encoding phosphotransacetylase (pta) and butyraldehyde dehydrogenase (bld) were deleted to reduce acetate and alcohol formation. The genes located in the butyryl-CoA synthesis (bcs) operon encoding crotonase, butyryl-CoA dehydrogenase with electron-transferring protein subunits α and β, and 3-hydroxybutyryl-CoA dehydrogenase were overexpressed to channel the flux further towards butyrate formation. Thereby, the native hyper-butanol producer C. saccharoperbutylacetonicum N1-4(HMT) was converted into the hyper-butyrate producer C. saccharoperbutylacetonicum ΔbldΔpta [pMTL83151_BCS_PbgaL]. The transcription pattern following deletion and overexpression was characterized by a second transcriptomic study, revealing partial compensation for the deletion. Furthermore, this strain was characterized in pH-controlled fermentations with either glucose or Excello, a substrate yielded from spruce biomass. Butyrate was the main product, with maximum butyrate concentrations of 11.7 g·L-1 and 14.3 g·L-1, respectively. Minimal amounts of by-products were detected. IMPORTANCE Platform chemicals such as butyrate are usually produced chemically from crude oil, resulting in the carry-over of harmful compounds. The selective production of butyrate using sustainable resources or waste without harmful by-products can be achieved by bacteria such as clostridia. The hyper-butanol producer Clostridium saccharoperbutylacetonicum N1-4(HMT) was converted into a hyper-butyrate producer. Butyrate production with very small amounts of by-products was established with glucose and the sustainable lignocellulosic sugar substrate Excello extracted from spruce biomass by the biorefinery Borregaard (Sarpsborg, Norway). 
35	35311508	Over the last decade, the genomes of several Bifidobacterium strains have been sequenced, delivering valuable insights into their genetic makeup. However, bifidobacterial genomes have not yet been systematically mined for genes associated with stress response functions and their regulation. In this work, a list of 76 genes related to stress response in bifidobacteria was compiled from previous studies. The prevalence of the genes was evaluated among the genome sequences of 171 Bifidobacterium strains. Although genes of the protein quality control and DNA repair systems appeared to be highly conserved, genome-wide in silico screening for consensus sequences of putative regulators suggested that the regulation of these systems differs among phylogenetic groups. Homologs of multiple oxidative stress-associated genes are shared across species, albeit at low sequence similarity. Bee isolates were confirmed to harbor unique genetic features linked to oxygen tolerance. Moreover, most studied Bifidobacterium adolescentis and all Bifidobacterium angulatum strains lacked a set of reactive oxygen species-detoxifying enzymes, which might explain their high sensitivity to oxygen. Furthermore, the presence of some putative transcriptional regulators of stress responses was found to vary across species and strains, indicating that different regulation strategies of stress-associated gene transcription contribute to the diverse stress tolerance. The presented stress response gene profiles of Bifidobacterium strains provide a valuable knowledge base for guiding future studies by enabling hypothesis generation and the identification of key genes for further analyses. IMPORTANCE Bifidobacteria are Gram-positive bacteria that naturally inhabit diverse ecological niches, including the gastrointestinal tract of humans and animals. Strains of the genus Bifidobacterium are widely used as probiotics, since they have been associated with health benefits. In the course of their production and administration, probiotic bifidobacteria are exposed to several stressors that can challenge their survival. The stress tolerance of probiotic bifidobacteria is, therefore, an important selection criterion for their commercial application, since strains must maintain their viability to exert their beneficial health effects. As the ability to cope with stressors varies among Bifidobacterium strains, comprehensive understanding of the underlying stress physiology is required for enabling knowledge-driven strain selection and optimization of industrial-scale production processes. 
36	35311473	The Integrator was originally discovered as a specialized 3'-end processing endonuclease complex required for maturation of RNA polymerase II (RNAPII)-dependent small nuclear RNAs (snRNAs). Since its discovery, Integrator's spectrum of substrates was significantly expanded to include non-polyadenylated long noncoding RNAs (lncRNA), enhancer RNAs (eRNAs), telomerase RNA (tertRNA), several Herpesvirus transcripts, and messenger RNAs (mRNAs). Recently emerging transcriptome-wide studies reveled an important role of the Integrator in protein-coding genes, where it contributes to gene expression regulation through promoter-proximal transcription attenuation. These new functional data are complemented by several structures of Integrator modules and higher-order complexes, providing mechanistic insights into Integrator-mediated processing events. In this work, we summarize recent progress in our understanding of the structure and function of the Integrator complex. 
37	35311472	Alternative splicing (AS) contributes to diversifying and regulating cellular responses to environmental conditions and developmental cues by differentially producing multiple mRNA and protein isoforms from a single gene. Previous studies on AS in pathogenic fungi focused on profiling AS isoforms under a limited number of conditions. We analysed AS profiles in the rice blast fungus Magnaporthe oryzae, a global threat to rice production, using high-quality transcriptome data representing its vegetative growth (mycelia) and multiple host infection stages. We identified 4,270 AS isoforms derived from 2,413 genes, including 499 genes presumably regulated by infection-specific AS. AS appears to increase during infection, with 32.7% of the AS isoforms being produced during infection but absent in mycelia. Analysis of the isoforms observed at each infection stage showed that 636 AS isoforms were more abundant than corresponding annotated mRNAs, especially after initial hyphal penetration into host cell. Many such dominant isoforms were predicted to encode regulatory proteins such as transcription factors and phospho-transferases. We also identified the genes encoding distinct proteins via AS and confirmed the translation of some isoforms via a proteomic analysis, suggesting potential AS-mediated neo-functionalization of some genes during infection. Comprehensive profiling of the pattern of genome-wide AS during multiple stages of rice-M. oryzae interaction established a foundational resource that will help investigate the role and regulation of AS during rice infection. 
38	35311471	Macroautophagy/autophagy is a conserved eukaryotic process to mediate the degradation of cell organelles and protein aggregates, which participates in a variety of cellular responses, including immune signal transduction. KDM4D functions as an important histone demethylase to regulate gene transcription by inhibiting histone H3K9 trimethylation. Whether autophagy epigenetically regulates the immune response via modulating the stability and activity of KDM4D remains largely unclear. Recently, we identified TRIM14 (tripartite motif-containing 14) as an epigenetic regulator, which recruits USP14 and BRCC3 to form a regulatory complex, and promotes an inflammation response through inhibiting OPTN-mediated autophagic degradation of KDM4D. 
39	35311281	5-Hydroxymethylfurfural (5-HMF) is a processing byproduct present in foods that are consumed daily by humans, and the diet is the principal route for human exposure to it. However, its adverse effects on gastric epithelial cells are not fully understood. Based on the half inhibitory concentration value, concentrations of HMF of 2, 4, 8, and 16 mM were selected for this study. After 5-HMF treatment for 24 h, the number of living cells decreased to 89.61 ± 0.48, 77.30 ± 0.57, 58.75 ± 0.36, and 19.61 ± 0.40% of the control, respectively. Apoptosis activated through both the death receptor and mitochondrial pathways was confirmed to be the primary mode of HMF-induced cell death. Further analysis revealed that the reactive oxygen species (ROS) levels in GES-1 cells increased 1.7-6.5 fold after exposure to 5-HMF. Moreover, the inhibition of ROS by N-acetylcysteine blocked HMF-induced apoptosis and cell proliferation suppression, indicating that oxidative stress was important in HMF-induced apoptosis. Besides, after 5-HMF treatment, the gene expressions of occludin and ZO-1 were reduced by 1.1-3.4 fold and 2.0-9.4 fold, respectively. The cell surface morphology and tight junction-related protein expression analysis also revealed the destructive effect of 5-HMF on tight junction integrity. Our research highlights a potential mechanism of HMF-induced toxicity in GES-1 cells and provides additional information on the health risks of 5-HMF exposure to the human gastric epithelium. 
40	35311172	Bananas, one of the most widely consumed fruits worldwide, are a rich source of valuable phytochemicals. In this study, the antioxidant and the anticancer potential of banana flesh was investigated. Of the four kinds of banana flesh extracts, the hexane extract (HE) had the highest total polyphenol content (2.54 ± 0.60 mg GAE/g) and total flavonoid content (1.69 ± 0.34 mg RE/g), followed by the chloroform fraction, total ethanol extract, and ethanol fraction. HE was found to exert a strong radical scavenging activity on 2,2-diphenyl-1-picrylhydrazyl (DPPH•) and 2,2'-azino-bis(3-ethylbenzothiazoline-6-sulfonicacid) (ABTS•) free radicals. According to the IC50 values in various cancer cell lines, HE was found to possess the greatest cell growth inhibitory potential in human pancreatic cancer PANC-1 cells and human triple-negative breast cancer MDA-MB-231 cells. HE induced apoptosis in PANC-1 and MDA-MB-231 cells, as evidenced by the appearance of condensation of chromatin, proteolytic activation of caspase-3 and 7, and increase in the level of the cleaved form of poly (ADP-ribose) polymerase protein. Gas chromatography mass spectrometry (GC-MS) analysis of HE identified several anticancer compounds including palmitic acid, linoleic acid, oleic acid, campesterol, stigmasterol, and γ-sitosterol, supporting the anticancer potential of HE. Our investigation provides a rationale for the use of banana flesh to minimize the risk of cancer-like diseases. 
41	35311150	N6-methyladenosine (m6A) has emerged as one of the most important modifications of RNA. Based on the expression of 23 different modes of m6A regulatory factors, we identified three different m6A modification patterns in bladder cancer. The effects of the three different modes of m6A modification on clinicopathological characteristics, immune cell infiltration levels and expression levels of immune checkpoint genes were comprehensively analyzed. In addition, the effects of different modes of m6A modification on the therapeutic efficacy of anti-PD-L1 immunotherapy (atezolizumab) are also discussed. Our results confirm that m6A methylation plays an important role in immune cell recruitment in the tumor microenvironment of bladder cancer, which influences the efficacy of anti-PD-L1 therapy for bladder cancer. We further confirmed the important role of FTO protein in the biological function of bladder cancer cells by performing in vitro experiments. FTO functions as an oncogene in bladder cancer cells, and upon FTO knockdown, the level of m6A enzyme activity in bladder cancer cells was significantly increased, apoptosis was increased, and cell proliferation and cell invasion were reduced. In addition, our study also confirmed that K216H and K216E are probably important targets for regulating FTO. We provide new insights into the regulatory pathways of the immune microenvironment and the methylation function of m6A in bladder cancer, which will help in designing novel diagnostic methods, prognostic tools, and therapeutic targets. 
42	35311121	The expression of Coiled-Coil Domain Containing 134(CCDC134) is up-regulated in different pan-cancer species. However, its prognostic value and correlation with immune infiltration in breast cancer are unclear. Therefore, we evaluated the prognostic role of CCDC134 in breast cancer and its correlation with immune invasion. We downloaded the transcription profile of CCDC134 between breast cancer and normal tissues from the Cancer Genome Atlas (TCGA). CCDC134 protein expression was assessed by the Clinical Proteomic Cancer Analysis Consortium (CPTAC) and the Human Protein Atlas. Gene set enrichment analysis (GSEA) was also used for pathway analysis. Receiver operating characteristic (ROC) curve was used to differentiate breast cancer from adjacent normal tissues. Kaplan-Meier method was used to evaluate the effect of CCDC134 on survival rate. The protein-protein interaction (PPI) network is built from STRING. Function expansion analysis is performed using the ClusterProfiler package. Through tumor Immune Estimation Resource (TIMER) and tumor Immune System Interaction database (TISIDB) to determine the relationship between CCDC134 expression level and immune infiltration. CTD database is used to predict drugs that inhibit CCDC134 and PubChem database is used to determine the molecular structure of identified drugs. The expression of CCDC134 in breast cancer tissues was significantly higher than that of CCDC134 mRNA expression in adjacent normal tissues. ROC curve analysis showed that the AUC value of CCDC134 was 0.663. Kaplan-meier survival analysis showed that patients with high CCDC134 had a lower prognosis (57.27 months vs 36.96 months, P = 2.0E-6). Correlation analysis showed that CCDC134 mRNA expression was associated with tumor purity immune invasion. In addition, CTD database analysis identified abrine, Benzo (A) Pyrene, bisphenol A, Soman, Sunitinib, Tetrachloroethylene, Valproic Acid as seven targeted therapy drugs that may be effective treatments for seven targeted therapeutics. It may be an effective treatment for inhibiting CCDC134. In breast cancer, upregulated CCDC134 is significantly associated with lower survival and immune infiltrates invasion. Our study suggests that CCDC134 can serve as a biomarker of poor prognosis and a potential immunotherapy target in breast cancer. Seven drugs with significant potential to inhibit CCDC134 were identified. 
43	35311114	Protein arginine methyltransferase 6 (PRMT6) is a type I PRMT that is involved in epigenetic regulation of gene expression through methylating histone or non-histone proteins, and other processes such as alternative splicing, DNA repair, cell proliferation and senescence, and cell signaling. In addition, PRMT6 also plays different roles in various cancers via influencing cell growth, migration, invasion, apoptosis, and drug resistant, which make PRMT6 an anti-tumor therapeutic target for a variety of cancers. As a result, many PRMT6 inhibitors are being utilized to explore their efficacy as potential drugs for various cancers. In this review, we summarize the current knowledge on the function and structure of PRMT6. At the same time, we highlight the role of PRMT6 in different cancers, including the differentiation of its promotive or inhibitory effects and the underlying mechanisms. Apart from the above, current research progress and the potential mechanisms of PRMT6 behind them were also summarized. 
44	35311113	Hepatocellular carcinoma (HCC) is a life-threatening and refractory malignancy with poor outcome. Genetic mutations are the hallmark of cancer. Thus far, there is no comprehensive prognostic model constructed by mutation-gene transcriptome in HCC. The prognostic value of mutation-gene signature in HCC remains elusive. RNA expression profiles and the corresponding clinical information were recruited from The Cancer Genome Atlas (TCGA) and International Cancer Genome Consortium (ICGC) databases. The least absolute shrinkage and selection operator (LASSO) Cox regression analysis was employed to establish gene signature. Kaplan-Meier curve and time-dependent receiver operating characteristic curve were implemented to evaluate the prognostic value. The Wilcoxon test was performed to analyze the expression of immune checkpoint genes, cell cycle genes, and tumor drug resistance genes in different risk groups. Finally, quantitative real-time PCR (qRT-RCR) and immunohistochemistry (IHC) were performed to validate the mRNA and protein expression between HCC and adjacent nontumorous tissues in an independent cohort. A prognostic model consisting of five mutated genes was established by LASSO Cox regression analysis. The prognostic model classified patients into high- and low-risk groups. Compared with the low-risk group, patients in the high-risk group had significantly worse survival results. The prognostic model can accurately predict the overall survival of HCC patients and predict overall survival more accurately when combined with stage. Furthermore, the immune checkpoint genes, cell cycle genes, and tumor drug resistance genes were higher expressed in the high-risk group compared in the low-risk group. In addition, the expression level of prognostic signature genes was validated in an independent sample cohort, which was consistent with RNA sequencing expression in the TCGA database. The prediction model of HCC constructed using mutation-related genes is of great significance for clinical decision making and the personalized treatment of patients with HCC. 
45	35311097	Hyaluronan-mediated motility receptor (HMMR) plays a pivotal role in cell proliferation in various cancers, including lung cancer. However, its function and biological mechanism in lung adenocarcinoma (LUAD) remain unclear. Data on HMMR expression from several public databases were extensively analyzed, including the prognosis of HMMR in the Gene Expression Profiling Interactive Analysis (GEPIA) database. Gene Ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG) pathways were analyzed using DAVID and gene set enrichment analysis (GSEA) software. The correlation between HMMR expression and immune cell infiltration was analyzed in the Tumor Immune Estimation Resource (TIMER) database, and the gene and protein networks were examined using the GeneMANIA and STRING databases. Experimentally, the expression of HMMR in LUAD and lung cancer cell lines was determined using immunohistochemistry and quantitative RT-PCR assays. Besides, the function of HMMR on cancer cell proliferation and migration was examined using cell growth curve and colony formation, Transwell, and wound healing assays. In this study, we found that HMMR was elevated in LUAD and that its high expression was associated with poor clinicopathological features and adverse outcomes in LUAD patients. Furthermore, our results demonstrated that the expression of HMMR was positively correlated with immune cell infiltration and immune modulation. Interestingly, diverse immune cell infiltration affects the prognosis of LUAD. In the functional assay, depletion of HMMR significantly repressed the cancer cell growth and migration of LUAD. Mechanically, we found that that the DNA methylation/TMPO-AS1/let-7b-5p axis mediated the high expression of HMMR in LUAD. Depletion of TMPO-AS1 and overexpression of let-7b-5p could result in the decreased expression of HMMR in LUAD cells. Furthermore, we found that TMPO-AS1 was positively correlated with HMMR, yet negatively correlated with let-7b-5p expression in LUAD. Our findings elucidated that the DNA methylation/TMPO-AS1/let-7b-5p axis mediated the high expression of HMMR, which may be considered as a biomarker to predict prognosis in LUAD. 
46	35311096	To investigate the role of the miR-211-5p-GDNF signaling pathway in carboplatin resistance of retinoblastoma Y79 cells and what factors it may be affected by. A carboplatin-resistant retinoblastoma cell line (Y79R) was established in vitro. RNA-seq and microRNA-seq were constructed between Y79 and Y79R cells. RNA interference, RT-PCR, Western blot (WB), and flow cytometry were used to verify the expression of genes and proteins between the two cell lines. The TargetScan database was used to predict the microRNAs that regulate the target genes. STING sites and Co-Immunoprecipitation (COIP) were used to study protein-protein interactions. GDNF was speculated to be the top changed gene in the drug resistance in Y79R cell lines. Moreover, the speculation was verified by subsequent RT-PCR and WB results. When the expression of GDNF was knocked down, the IC50 of the Y79R cell line significantly reduced. GDNF was found to be the target gene of miR-211-5p. Downregulation of miR-211-5p promotes carboplatin resistance in human retinoblastoma Y79 cells. MiR-211-5p can regulate the expression of GDNF. Our further research also found that GDNF can bind to LIF which is also a secreted protein. Our results suggest that downregulation of miR-211-5p promotes carboplatin resistance in human retinoblastoma Y79 cells, and this process can be affected by GDNF-LIF interaction. These results can provide evidence for the reversal of drug resistance of RB. 
47	35311093	Lung adenocarcinoma (LUAD) is the most diagnosed subtype of lung cancer; ferroptosis is widely involved in the pathological cell death associated with various cancers, including lung cancer. However, the comprehensive relationship between ferroptosis and LUAD is little known in molecular levels until now. In the present study, 513 LUAD patients could be aggregated into three clusters by consensus clustering based on RNA sequencing data of 291 ferroptosis-related genes (FRGs) in The Cancer Genome Atlas (TCGA) database; cluster2 had significant survival advantage compared to the other two clusters. A novel prognostic model of 8 differential FRGs was constructed to effectively divide LUAD patients into high- or low-risk group according to the risk scores by the Cox and LASSO regression analyses. The overall survival of LUAD patients in the high-risk group was significantly worse in the TCGA and GEO cohorts. Moreover, patients with radiation therapy or high clinical stage had obviously higher risk scores. We validated the differential mRNA and protein expression of four FRGs in paired tumor and normal samples from our clinical cohort. Our study constructed a novel FRG signature to predict the prognosis of LUAD patients, which might provide a new prognostic tool and potential therapeutic targets for LUAD. 
